CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Los Angeles,MacArthur Park to City Hall,CA,US,2017-05-01,tens of thousands; several thousand,20000,,20000,,,general protestors,May Day; immigration,1,march,0,0,0,0,1,1,http://time.com/4762902/may-day-protests-trump-immigration/,https://www.nytimes.com/2017/05/01/us/may-day-loyalty-day-protests-trump.html,http://www.ksbw.com/article/odd-may-day-protest-at-uc-santa-cruz/9589601,
Boston,Boston Common,MA,US,2017-05-20,more than 4000,4000,,4000,,,general protestors,protesting eductaion cuts in Trump's budget,1,protest,0,0,0,0,1,1,https://www.bostonglobe.com/metro/2017/05/20/more-than-rally-oppose-education-cuts/riSR1gngNE99gN6vBdpjBK/story.html,,,
Missoula,University of Montana campus,MT,US,2017-05-20,about 3500,3500,,3500,,,general protestors,Bernie Sanders' rally for Rob Quist,0,rally,0,0,0,0,1,1,http://www.bozemandailychronicle.com/ap_news/montana/bernie-sanders-rallies-montana-voters-to-support-rob-quist/article_979dbd54-01b6-5580-8653-bfe31f4de160.html,,,
San Francisco,"circling the streets around the ICE building, marched down Clay Street to Justin Herman Plaza. Protesters began marching down Market Street",CA,US,2017-05-01,"several thousand, some 5000",3000,,5000,,,general protestors,May Day or International Workers' Day; pro-immigration; pro-labor,1,protest; March,0,0,0,0,1,1,http://www.sfgate.com/bayarea/article/Protesters-fill-Bay-Area-streets-for-May-Day-11111960.php,https://socialistworker.org/2017/05/02/solidarity-in-the-streets-for-may-day,,
Chicago,,IL,US,2017-05-01,thousands,2000,,2000,,,general protestors,May Day; labor and immigration policies,1,protest; march,0,0,0,0,1,1,http://time.com/4762902/may-day-protests-trump-immigration/,http://www.ksbw.com/article/odd-may-day-protest-at-uc-santa-cruz/9589603,,
Grand Rapids,Garfield Park,MI,US,2017-05-01,"thousands, more than 4000",2000,,4000,,,general protestors; Cosecha Grand Rapids,May Day; Trump immigration policies,1,rally; march,0,0,0,0,1,1,http://www.wzzm13.com/news/local/grand-rapids-central/protesters-march-into-downtown-grand-rapids-for-day-without-immigrants/435611715,,http://woodtv.com/2017/05/01/may-day-march-for-immigrants-shuts-down-gr-roads/,
Las Vegas,Vegas Strip,NV,US,2017-05-01,thousands; at least 3000,2000,,3000,,,union members; general protestors,May Day: Trump immigration policies,1,march,,,,,1,1,http://time.com/4762902/may-day-protests-trump-immigration/,http://www.ksbw.com/article/odd-may-day-protest-at-uc-santa-cruz/9589604,https://www.reviewjournal.com/local/the-strip/superpeaceful-may-day-protest-on-las-vegas-strip-draws-thousands/,
Milwaukee,south side to the county courthouse,WI,US,2017-05-01,thousands,2000,,2000,,,Voces de la Frontera,May Day,1,march; protest,0,0,0,0,1,1,http://www.jsonline.com/story/news/local/wisconsin/2017/05/01/milwaukee-may-day-marchers-protest-david-clarke-donald-trump/101169190/,,,
Portland,Shemanski Park,OR,US,2017-05-01,thousands,2000,,2000,,,general protestors; anarchists,May Day; Trump immigration policies,1,rally; march,25,0,0,1,1,1,http://www.sfgate.com/news/article/May-Day-protests-spark-brawls-arrests-across-11113328.php,,http://www.cnn.com/2017/05/01/world/may-day-celebrations-protests-around-world/,
Providence,Burnside Park,RI,US,2017-05-01,thousands,2000,,2000,,,general protestors,"May Day; deportation; wage theft"" profiling",1,rally,,,,,1,1,http://time.com/4762902/may-day-protests-trump-immigration/,,http://time.com/4762902/may-day-protests-trump-immigration/,
San Jose,downtown,CA,US,2017-05-01,thousands,2000,,2000,,,general protestors,May Day; pro-immigration; pro-labor,1,protest; march,0,0,0,0,1,1,http://www.sfgate.com/bayarea/article/Protesters-fill-Bay-Area-streets-for-May-Day-11111960.php,,,
San Juan,,PR,US,2017-05-01,thousands,2000,,2000,,,general protestors,May Day; denounce economic situation,0,march; protest,0,0,0,1,1,1,http://www.brownsvilleherald.com/news/us_world/article_1afa6a83-e2f6-58f4-84f4-2ee093ceeca8.html,,,
Salt Lake City,in front of Capitol,UT,US,2017-05-06,thousands,2000,,2000,,,general protestors,in support of the Bears Ears and Grand Staircase Escalante National Monuments,0,rally,0,0,0,0,1,1,https://www.stgeorgeutah.com/news/archive/2017/05/07/fxn-thousands-rally-in-support-of-national-monuments-ahead-of-interior-secretarys-visit-to-utah/#.WRBeylKZNsM,,,
Hartford,Bushnell Park,CT,US,2017-05-09,more than 2000,2000,,2000,,,realtors,resolve state budget problems,0,rally,0,0,0,0,1,1,http://www.courant.com/politics/hc-realtor-rally-legislative-agenda-hartford-20170509-story.html,,,
Washington,US Capitol west front,DC,US,2017-05-15,thousands; several thousand; tens of thousands,2000,,20000,,,Fraternal Order of Police; President Donald Trump; supporters; active duty and retired police officers,rally and memorial for fallen police officers,2,rally,0,0,0,0,1,1,http://abcnews.go.com/Politics/wireStory/latest-trump-pays-tribute-fallen-police-officers-47419756,http://www.wday.com/news/4268637-president-trump-commemorates-jason-moszer-and-other-police-officers-ceremony-washington,http://dfw.cbslocal.com/2017/05/17/thousands-dallas-police-week-ceremony/,
Chicago,Chicago's Trump Tower,IL,US,2017-05-23,thousands,2000,,2000,,,Fight for 15,"against McDonald's, for increase in minimum wage and union rights",1,march,0,0,0,0,0,1,https://www.commondreams.org/news/2017/05/23/massive-march-mcdonalds-takes-donald-trump-corporations,,,
Newton,Justice Center,NC,US,2017-05-27,about 2000,2000,,2000,,,general protestors,support speech that had called for confinement of gays,0,protest,0,0,0,0,1,1,http://www.wisconsingazette.com/news/protesters-demonstrate-against-anti-gay-n-c-pastor/article_09fb649e-d592-59cf-9e8e-36e02e986d04.html,,,
Forest Lake,Forest Lake High School,MN,US,2017-05-09,over 1300,1300,,1300,,,area high school students,protest against city vote to disband police force,0,protest,0,0,0,0,1,1,http://www.twincities.com/2017/05/09/forest-lake-students-walk-out-to-support-police-after-city-moves-to-disband-force/,,,
Albuquerque,Tiguex Park,NM,US,2017-05-01,more than 1000,1000,,1000,,,general protestors,May Day; pro-labor; pro-immigrant; anti-Trump,1,rally,0,0,0,0,1,1,https://www.abqjournal.com/996339/activists-stage-may-daytrump-protest-at-metro-court.html,,,
Homestead,,FL,US,2017-05-01,over 1000,1000,,1000,,,immigrant farmworkers; general protestors,May Day; Trump immigration policies,1,march; rally,0,0,0,0,1,1,https://www.nytimes.com/2017/05/01/us/may-day-loyalty-day-protests-trump.html,,,
Jersey City,Liberty Park,NJ,US,2017-05-01,over 1000,1000,,1000,,,general protestors,May Day; immigrant rights,1,rally,0,0,0,0,1,1,http://time.com/4762902/may-day-protests-trump-immigration/,http://www.nj.com/hudson/index.ssf/2017/05/1k_rally_in_liberty_state_park_for_pro-immigrant_m.html,,
Oakland,International Boulevard f,CA,US,2017-05-01,more than 1000,1000,,1000,,,general protestors; labor groups; immigrants,May Day; Trump immigration policies,1,march,4,0,0,0,1,1,http://time.com/4762902/may-day-protests-trump-immigration/,,http://time.com/4762902/may-day-protests-trump-immigration/,
Philadelphia,City-wide; City hall; North Broad Street,PA,US,2017-05-01,about 1000,1000,,1000,,,Philadelphia School District teachers,May Day; unfair working conditions,1,boycott; march,0,0,0,0,1,1,http://www.philly.com/philly/news/pennsylvania/philadelphia/May-Day-protests-disruptions-Philadelphia.html,http://time.com/4762902/may-day-protests-trump-immigration/,,
Columbus,Front steps of Ohio Statehouse,OH,US,2017-05-02,more than 1000,1000,,1000,,,students,rally for choice in education,0,rally,0,0,0,0,1,1,http://nbc4i.com/2017/05/02/children-rally-on-statehouse-steps-for-school-choice/,,,
New York,Dewit Park,NY,US,2017-05-04,about 1000,1000,,1000,,,general protestors,against Trump's return to NY,1,protest; march,0,0,0,0,0,1,https://www.theguardian.com/us-news/2017/may/05/hes-an-embarrassment-hostile-welcome-for-trump-on-return-to-new-york,,,
New Haven,Yale Commencement; march down Dixwell Avenue,CT,US,2017-05-22,up to 1000; some 1500,1000,,1500,,,UNITE Here; Local 33,against Yale's refusal to engage in collective bargaining process for unionization of graduate students,1,protest,0,0,0,0,1,1,http://www.newhavenindependent.org/index.php/archives/entry/yale_day/,http://wnpr.org/post/yale-graduate-students-hold-peaceful-protest-and-end-hunger-strike,,
Bangor,Bangor High School,ME,US,2017-05-06,nearly 800,800,,800,,,Bangor High School Student Council; general protestors,suicide awareness,0,march,0,0,0,0,1,1,https://bangordailynews.com/2017/05/06/news/bangor/hundreds-walk-in-bangor-to-honor-area-teens-who-killed-themselves/,,,
Vista,"outside the local office of Rep. Darrell Issa, R",CA,US,2017-05-09,more than 800; more than 820,800,,820,,,general protestors,against House health care bill,1,protest,0,0,0,0,1,1,https://www.courthousenews.com/voters-hold-issas-feet-fire-protests-swell/,,,
Indianapolis,Downtown,IN,US,2017-05-01,na,700,,700,,,general protestors; union workers; immigrants,May Day; immigrant workers rights,1,march; protest,,,,,1,1,http://time.com/4762902/may-day-protests-trump-immigration/,,,
Waltham,Waltham High School,MA,US,2017-05-15,na,600,,600,,,high school students,against racist instagram comments by fellow student,1,protest; sit-in,0,0,0,0,1,1,http://boston.cbslocal.com/2017/05/15/waltham-high-student-curry-college-racist-instagram/,,,
New York,Park Avenue office of JPMorgan Chase; Wells Fargo,NY,US,2017-05-01,about 500,500,,500,,,Corporate Backers of Hate; Make the Road New York,May Day; targets companies tied to Trump that profit from his policies; workers rights; immigrant advocacy; protest banks funding of ICE detention facilities,1,protest,16,0,0,0,1,1,http://www.reuters.com/article/us-may-day-usa-protests-idUSKBN17X1H1,,,
San Diego,Downtown,CA,US,2017-05-01,about 500,500,,500,,,general protestors,May Day; anti-Trump,1,march; protest,0,0,0,0,1,1,http://www.sandiegouniontribune.com/news/education/sd-me-may-day-20170428-story.html,,,
Pittsburgh,Outside Consol Energy,PA,US,2017-05-17,,500,,1500,,,United Mine Workers of America,Protesting heathcare cuts,0,protest,2,0,0,0,1,1,http://www.post-gazette.com/business/pittsburgh-company-news/2017/05/17/Coal-miners-protest-health-benefit-cuts-Consol-Energy-rally/stories/201705170165,,,
New Haven,"New Haven green; march down Elm Street to Grand Avenue, and over to Fair Haven",CT,US,2017-05-01,over 450,450,,450,,,general protestors,"""A Day without immigrants"" event",1,protest; rally,0,0,0,0,1,1,http://yaledailynews.com/blog/2017/05/01/connecticut-cities-strike-march-for-immigrants-workers/,http://wtnh.com/2017/05/01/thousands-of-immigrants-expected-to-march-in-may-day-protest/,,
Burlington,federal building,VT,US,2017-05-01,around 400,400,,400,,,general protestors,May Day; anti-Trump; Milk with Dignity,1,march; rally,0,0,0,0,1,1,https://socialistworker.org/2017/05/02/solidarity-in-the-streets-for-may-day,,,
Madison,March to state capitol,WI,US,2017-05-01,NA,350,,400,,,general protestors,May Day; immigrants rights,1,protest; march,0,0,0,0,1,1,http://www.channel3000.com/news/hundreds-of-workers-rights-marchers-rally-at-state-capitol-for-may-day/474432911,,,
Trenton,Trenton Thunder parking lot,NJ,US,2017-05-17,more than 350,350,,350,,,high school students,protest inadequate state funding for education,0,protest,0,0,0,0,1,1,http://www.nj.com/ocean/index.ssf/2017/05/lakewood_student_protests.html,,,
Bloomington,outside city hall,IN,US,2017-05-01,about 300,300,,300,,,general protestors,in support of immigrants,1,protest;rally,0,0,0,0,1,1,http://www.pantagraph.com/news/local/hundreds-rally-to-support-immigrant-families/article_ac8dbc31-8210-5038-96c6-e7ea337d97c5.html,,,
Minneapolis,Home Depot,MN,US,2017-05-01,about 300,300,,300,,,general protestors; janitorial workers,May Day; anti-labor practices of janitorial companies,1,rally,0,0,0,0,1,1,https://www.nytimes.com/2017/05/01/us/may-day-loyalty-day-protests-trump.html,,,
Minneapolis,to Federal Courts building,MN,US,2017-05-01,about 300,300,,300,,,general protestors,May Day,1,march; protest,0,0,0,0,0,1,http://www.startribune.com/may-day-becomes-march-day-rallies-around-minneapolis-on-immigration-housing/420908343/,,,
Pittsburgh,Hot Metal Bridge to Federated Teachers Union building,PA,US,2017-05-01,roughly 300,300,,300,,,general protestors; teachers; immigrants,May Day,1,march,0,0,0,0,1,1,http://time.com/4762902/may-day-protests-trump-immigration/,,,
Riverside,began at Fairmount Park and ended at Riverside’s main library downtown,CA,US,2017-05-01,about 300,300,,300,,,general protestors,May Day; anti-Trump; pro-immigrants,1,march,0,0,0,0,1,1,http://www.pe.com/2017/05/01/hundreds-gather-in-riverside-for-may-day-march-to-protest-trump-agenda/,,,
Eugene,University of Oregon,OR,US,2017-05-05,around 300,300,,300,,,students; MEChA,pro-immigrants,1,march,0,0,0,0,1,1,http://www.dailyemerald.com/2017/05/05/300-high-school-students-march-mecha-annual-raza-unida-youth-conference/,,,
New Orleans,Congo Square to Lee Circle,LA,US,2017-05-07,at least 300; more than 700,300,,700,,,Take Em Down,against confederate monument,0,march,0,0,0,0,1,1,http://www.wwltv.com/news/local/orleans/protesters-on-both-sides-of-confederate-monuments-debate-meet-at-lee-circle/437606216,http://www.nola.com/politics/index.ssf/2017/05/confederate_monument_new_orlea.html,,
San Diego,outside City Hall,CA,US,2017-05-08,a few hundred,300,,300,,,general protestors,against city cuts for Arts funding,0,protest,0,0,0,0,0,1,http://www.sandiegouniontribune.com/news/politics/sd-me-arts-protest-20170508-story.html,,,
Bridgeport,on Fairfield Avenue,CT,US,2017-05-10,several hundred,300,,300,,,general protestors,police shooting,0,protest,0,0,0,0,1,1,http://www.courant.com/breaking-news/hc-bridgeport-teen-shot-rally-0511-20170510-story.html,,,
Daytona Beach,Bethune-Cookman University Commencement; Ocean Center,FL,US,2017-05-10,around 300,300,,300,,,graduating seniors,against Betsy Devos commencement speech,1,protest; turn backs to speaker,0,0,0,0,0,1,http://www.reuters.com/article/us-usa-education-devos-idUSKBN18625L,,,http://www.ajc.com/news/students-protest-betsy-devos-bethune-cookman-university-commencement-speaker/YwQOt1hj1kiwkwo6jbJRyI/
San Diego,Hotel Del Coronado,CA,US,2017-05-11,about 300,300,,300,,,Indivisible; general protestors,against the 2017 Republican National Convention meeting,1,protest; rally,0,0,0,0,1,1,http://abcnews.go.com/Politics/photos/thursday-11-2017-photo-citizens-protest-trump-presidency-47380023,,,
New London,McKinley Park in New London,CT,US,2017-05-17,about 300,300,,300,,,Ragin' Grannies of Westerly; general protestors,against Trump's speech at Coast Guard Academy,1,protest,0,0,0,0,1,1,http://www.courant.com/politics/hc-trump-coast-guard-commencement-20170516-story.html,,,
Oak Brook,McDonald's headquarters,IL,US,2017-05-24,hundreds,300,,300,,,"Fight for 15, groups opposed to Donald Trump",support for higher minimum wage,1,march; rally,0,0,0,0,1,1,https://www.reuters.com/article/us-usa-wages-protest-idUSKBN18K2EB,http://www.chicagotribune.com/business/ct-mcdonalds-annual-meeting-0525-biz-20170524-story.html,,
Marquette,Marquette Commons,MI,US,2017-05-25,over 300,300,,300,,,Pathways Community Mental Health,Walk a Mile in My Shoes rally,0,walk; rally,0,0,0,0,1,1,http://www.uppermichiganssource.com/content/news/Walk-a-Mile-in-My-Shoes-rally-424436244.html,,,
Vista,outside US Rep Darrell Issa's district office,CA,US,2017-05-30,estimated 300,300,,300,,,general protestors,anti-Issa,1,protest,0,0,0,0,1,1,http://www.sandiegouniontribune.com/communities/north-county/sd-no-issa-rooftop-20170530-story.html,,,
Charlotte,"marched along uptown’s major roads, before settling in front of the Charlotte-Mecklenburg Government Center",NC,US,2017-05-01,na,250,,250,,,general protestors,May Day,1,march; rally,0,0,0,0,1,1,http://www.charlotteobserver.com/news/local/article147833449.html,https://patch.com/north-carolina/charlotte/marchers-take-charlotte-streets-may-day-protest,,
Charleston,outside school distric office,SC,US,2017-05-07,about 250,250,,250,,,general protestors,protesting poor educational funding,0,protest,0,0,0,0,1,1,http://www.postandcourier.com/news/anger-boils-over-at-charleston-county-school-district-protest-morale/article_1273ee06-31bb-11e7-9f8f-371b6b5e00bb.html,,,
Plattsburgh,Mountain Lake PBS,NY,US,2017-05-08,about 250,250,,250,,,general protestors,"protest Rep. Elise Stefanik, R-N.Y.support for ACHA",1,protest,0,0,0,0,1,1,http://www.npr.org/2017/05/09/527533782/at-town-hall-meeting-republican-lawmaker-gets-an-earful,,,
Wilmington,from Wells Fargo Branch to JPMorgan Chase & Co.’s annual meeting,DE,US,2017-05-16,about 250,250,,250,,,general protestors,to protest financing of private prisons and CEO Jamie Dimon’s seat on President Trump’s business advisory council,1,demonstration,0,0,0,0,1,1,http://www.newsweek.com/jpmorgan-chase-jamie-dimon-immigration-private-prison-protest-make-road-610463,,,
Hampton,Nash Farm Battlefield,GA,US,2017-05-27,estimated 250,250,,250,,,Confederate States of America,protesting the closing of the battlefield,0,protest,0,0,0,0,1,1,http://www.henryherald.com/news/flag-rally-held-at-nash-farm-battlefield-saturday/article_26ca585d-8d0b-527d-b33e-c060133ccd15.html,,,
Albuquerque,Albuquerque High School,NM,US,2017-05-01,several hundred,200,,200,,,staff and students,protest school budget issues,0,walk-out; demonstration,0,0,0,0,0,1,http://krqe.com/2017/05/01/albuquerque-high-students-protest-public-education-funding-cuts/,,,
Bakersfield,Downtown,CA,US,2017-05-01,hundreds,200,,200,,,general protestors,May Day,1,rally;protest,0,0,0,0,1,1,http://www.bakersfield.com/may-day-protesters-take-to-streets-in-downtown-bakersfield/youtube_ec2ecd68-2ece-11e7-a19e-a39ce1128c80.html,,,
Boston,Statehouse,MA,US,2017-05-01,some 200,200,,200,,,immigrants and labor leaders,protest fed immigration policies; declare Boston a sanctuary city,1,protest,0,0,0,0,1,1,http://www.necn.com/news/new-england/May-Day-March-to-Protest-Pres-Trump-Deportation-Policies-420868433.html,,,
Cleveland,Outside City Hall,OH,US,2017-05-01,more than 200,200,,200,,,genral protestors,May Day; immigrants rights,1,protest; rally,0,0,0,0,1,1,http://www.cleveland.com/business/index.ssf/2017/05/may_day_rally_in_cleveland_foc.html,,,
Durham,construction site for the new Police Department Headquarters on East Main Street; to the Durham County jail to City Hall; inside City hall,NC,US,2017-05-01,a couple hundred,200,,200,,,general protestors,May Day,1,protest; march,0,0,0,0,1,1,http://www.heraldsun.com/latest-news/article148015604.html,,,
Elkhart,,IN,US,2017-05-01,a couple hundred or more,200,,200,,,general protestors,May Day,1,march; rally,0,0,0,0,1,1,http://www.southbendtribune.com/news/local/south-bend-rally-urges-respect-for-immigrant-workers/article_846aa6c0-00cb-5e23-86e8-c5dc8e2b6de8.html,,,
Courthouse Park,Courthouse Park,CA,US,2017-05-01,more than 200,200,,200,,,general protestors,May Day,1,rally; march,0,0,0,0,1,1,http://www.fresnobee.com/news/local/article147951084.html,,,
Harrisburg,on the Capitol steps,PA,US,2017-05-01,more than 200,200,,200,,,Make the Road; CASA,May Day; anti-Trump,1,rally,0,0,0,0,1,1,https://www.usnews.com/news/best-states/pennsylvania/articles/2017-05-01/socialist-immigrant-groups-plan-may-day-events-marches,,,
Honolulu,March through downtown,HI,US,2017-05-01,hundreds,200,,200,,,general protestors,pro-union,,march;rally,0,0,0,0,1,1,http://www.kitv.com/story/35300464/hundreds-of-pro-union-demonstrators-take-part-in-workers-march,,,
Houston,Guadalupe Plaza,TX,US,2017-05-01,hundreds,200,,200,,,Houston Socialist Movement; Latino Inmigrantes Triunfadores; general protestors,May Day,1,protest,0,0,0,0,0,1,http://www.chron.com/news/houston-texas/article/May-Day-protests-draw-crowds-police-in-downtown-11112152.php,,,
Kalamazoo,Downtown,MI,US,2017-05-01,hundreds,200,,200,,,general protestors,May Day; immigrants rights,1,march,0,0,0,0,1,1,http://wwmt.com/news/local/hundreds-rally-in-kalamazoo-as-part-of-may-day-movement,,,
Miami,Stephen P. Clark Center,FL,US,2017-05-01,hundreds,200,,200,,,general protestors,May Day,1,protest,0,0,0,0,1,1,http://www.ksbw.com/article/odd-may-day-protest-at-uc-santa-cruz/9589602,http://wsvn.com/news/local/south-florida-may-day-rallies-focus-on-immigrant-workers/,,
Nashville,South Nashville; began in Coleman Park,TN,US,2017-05-01,around 200,200,,200,,,Workers' Dignity and Music City Riders United,May Day,1,march,0,0,0,0,0,1,http://www.tennessean.com/story/news/local/2017/05/01/nashville-may-day-demonstration-nearly-turns-violent/101007272/,,,
New York,Foley Square,NY,US,2017-05-01,a few hundred,200,,200,,,"politicians; general protestors; Make the Road New York, the New York Immigration Coalition, New York Nurses Association, New York Central Labor Council, and the service workers union SEIU 32 BJ ","""Rise Up: Immigrant Rights and Workers' Rights""",1,rally,14,0,0,0,0,1,http://www.amny.com/news/politics/may-day-protests-photos-of-the-nyc-demonstrations-1.13547700,http://abc7ny.com/news/at-least-32-arrested-during-may-day-rally-in-nyc/1939311/,,
New York,Union Square,NY,US,2017-05-01,several hundred; approximately 500,200,,500,,,general protestors,May Day,1,protest; rally,2,0,0,0,0,1,http://www.fightbacknews.org/2017/5/2/nyc-may-day-celebrated-union-square,http://abcnews.go.com/Politics/day-protesters-streets-trumps-loyalty-day-decree/story?id=47133792,http://www.amny.com/news/politics/may-day-protests-photos-of-the-nyc-demonstrations-1.13547700,
New York,Washington Square,NY,US,2017-05-01,about 200,200,,200,,,People's Power Assembly; general protestors; ICE-Free NYC and Brandworkers;,May Day; Immigration policy,1,rally; march,0,0,0,0,0,1,http://www.amny.com/news/politics/may-day-protests-photos-of-the-nyc-demonstrations-1.13547700,,http://gothamist.com/2017/04/27/may_day_actions_nyc.php,
an,St. Olaf College,MN,US,2017-05-01,hundreds,200,,200,,,students,protesting racism,0,protest,0,0,0,0,1,1,http://www.mankatofreepress.com/region/students-protest-racism-at-liberal-arts-college-in-minnesota/article_62dbc5b2-460a-566f-bc2c-c2d43cf01cb4.html,,,
Philadelphia,City Hall,PA,US,2017-05-01,hundreds,200,,200,,,general protestors,May Day; Black Lives Matter; immigrant rights; workers rights,1,rally,0,0,0,0,0,1,http://philadelphia.cbslocal.com/2017/05/01/this-is-a-new-day-hundreds-march-in-may-day-rally-for-immigrant-rights/,,,
Phoenix,Capitol to the Madison Street Jail,AZ,US,2017-05-01,more than 200,200,,200,,,general protestors,May Day; immigrants rights,1,protest; march,0,0,0,0,1,1,http://www.azcentral.com/story/news/local/phoenix/2017/05/02/phoenix-may-day-international-workers-day-march/101188354/,,http://time.com/4762902/may-day-protests-trump-immigration/,
Reading,to Berks County Services Center,PA,US,2017-05-01,hundreds,200,,200,,,general protestors,May Day,1,march; rally,0,0,0,0,1,1,http://www.wfmz.com/news/berks/hundreds-in-reading-take-to-streets-for-may-day-protest-1/474639038,,,
Santa Fe,march along St. Michael’s Drive,NM,US,2017-05-01,hundreds,200,,200,,,general protestors,May Day,1,protest,0,0,0,0,1,1,https://www.abqjournal.com/996339/activists-stage-may-daytrump-protest-at-metro-court.html,http://www.kob.com/albuquerque-news/may-day-rallies-albuquerque-santa-fe-demonstrations-international-workers-day/4469536/?cat=500,,
Northfield,St. Olaf College,MN,US,2017-05-01,hundreds,200,,200,,,students,anti-racism,0,protest; boycott,0,0,0,0,1,1,http://diverseeducation.com/article/95926/,,,
Dilley,near detention center,TX,US,2017-05-02,hundreds,200,,200,,,general protestors,pro-immigrants,1,protest; march,0,0,0,0,1,1,http://www.expressnews.com/news/local/article/Judges-no-longer-hearing-cases-at-South-Texas-11130320.php,,,
Ithaca,Bernie Milton Pavilion,NY,US,2017-05-03,a few hundred,200,,200,,,general protestors,protesting several ICE arrests,1,protest,0,0,0,0,1,1,http://www.ithacajournal.com/story/news/local/2017/05/03/hundreds-gather-protest-ice-arrest/101256002/,,,
Washington,American University; Katzen Arts Center to Bender tunnel,DC,US,2017-05-03,hundreds,200,,200,,,students,against racism on campus after election of first black female student body president,1,protest; march,0,0,0,0,1,1,https://twitter.com/TheEagleOnline/status/859457154465615874?ref_src=twsrc%5Etfw&ref_url=http%3A%2F%2Fwww.teenvogue.com%2Fstory%2Famerican-university-hate-crime-protests,,,http://jacksonvillefreepress.com/aka-president-lawmaker-condemn-racist-act-at-american-university/
New York,West Side near Intrepid museum,NY,US,2017-05-04,hundreds; a thousand,200,,1000,,,general protestors,anti-Trump visit,1,protest,0,0,0,0,1,1,http://thehill.com/homenews/administration/332027-protesters-turn-out-for-trumps-new-york-return?rnd=1493941253,http://www.cbsnews.com/news/throngs-of-protesters-crowd-nyc-street-as-trump-visits-new-york-city/,,
New York,within 10 blocks of Trump Tower,NY,US,2017-05-04,hundreds,200,,200,,,general protestors,against Trump's return to NY,1,protest,0,0,0,0,0,1,https://www.theguardian.com/us-news/2017/may/05/hes-an-embarrassment-hostile-welcome-for-trump-on-return-to-new-york,,,
New York,blocks away from USS Intrepid,NY,US,2017-05-04,hundreds,200,,200,,,general protestors,against Trump's return to NY,1,protest,0,0,0,0,0,1,https://www.theguardian.com/us-news/2017/may/05/hes-an-embarrassment-hostile-welcome-for-trump-on-return-to-new-york,,,
Auburn Hills,inside Avondale HS,MI,US,2017-05-05,hundreds; about 250,200,,250,,,students,concerns about programming and building operations,0,sit-in,0,0,0,0,1,1,http://www.clickondetroit.com/news/students-stage-sit-in-protest-at-avondale-high-school-over-unaddressed-concerns,,,
Kingston,outside the district office of U.S. Rep. John Faso,NY,US,2017-05-05,nearly 200,200,,200,,,general protestors,against House health care bill,1,protest,0,0,0,0,1,1,http://www.dailyfreeman.com/general-news/20170506/in-wake-of-obamacare-repeal-vote-crowd-turns-out-to-protest-support-of-us-rep-john-faso,http://www.midhudsonnews.com/News/2017/May/06/Faso_protest-06May17.html,,
Columbus,Franklin Park,OH,US,2017-05-06,hundreds,200,,200,,,general protestors,support racial justice,0,march,0,0,0,0,1,1,http://nbc4i.com/2017/05/06/people-call-for-racial-justice-at-march-in-franklin-park/,,,
New York,"Staten Island; Salvation Army on Broad Street in Stapleton, and continued down Bay Street and Richmond Terrace before ending at the Richmond County Ballpark in St. George.",NY,US,2017-05-06,hundreds,200,,200,,,general protestors; misc churches,against drug epidemic,0,march,0,0,0,0,1,1,http://www.silive.com/news/2017/05/hundreds_march.html,,,
St. Paul,outside Capitol,MN,US,2017-05-06,about 200,200,,200,,,anti-Fascist group,anti-Trump,1,protest,0,0,0,0,0,1,http://www.startribune.com/protesters-trump-supporters-clash-at-minnesota-state-capitol/421529753/#1,http://www.twincities.com/2017/05/06/trump-rally-overshadowed-by-standoff-outside-minnesota-capitol/,,
Colorado Springs,Putside city hall,CO,US,2017-05-07,about 200,200,,200,,,general protestors,anti-Trumpcare,1,protest,0,0,0,0,1,1,http://gazette.com/gallery/6386/pictures/1389024/,,,
Mount Kisco,Read more here: http://www.star-telegram.com/news/local/article148857089.html#storylink=cpy,NY,US,2017-05-07,hundreds,200,,200,,,Read more here: http://www.star-telegram.com/news/local/article148857089.html#storylink=cpy,pro-immigrants,1,march,0,0,0,0,1,1,http://westchester.news12.com/news/hundreds-march-in-mount-kisco-in-support-of-immigrants-1.13578466,,,
Seattle,"12 Chase Banks in Fremont, Wedgwood, Northgate, the University District, Queen Anne, the Central District, Capitol Hill, and downtown",WA,US,2017-05-08,about 200,200,,200,,,350 Seattle,against Keystone XL pipeline,1,protest,26,0,0,0,1,1,https://patch.com/washington/seattle/seattle-protesters-close-12-chase-bank-locations-over-keystone-xl-pipeline,,,civil dis
Columbus,outside statehouse,OH,US,2017-05-09,hundreds,200,,200,,,general protestors,rally to let state officials know they're happy with the status of education,0,rally,0,0,0,0,1,1,http://www.ohio.com/news/break-news/supporters-of-largest-ohio-online-school-rally-at-statehouse-1.765771?cache=18961415304345%2525252525252Fnews%2525252525252Fohio%2525252525252Fcss%2525252525252Fresults%25252525252525%25252525252527+and+1%2525252525,,,
