lon,lat,City,State,Date,Attendance,Movement,Cause,Description
-72.6006199,42.5877962,Greenfield,MA,2017-04-29,500,Environmental & Food Justice,Climate Justice,People's Climate March
-83.0567375,42.3486635,Detroit,MI,2017-04-04,500,Racial Justice,Equal Pay & Opportunity,"Fight Racisim, Raise Pay"
-84.2472117,43.6155825,Midland,MI,2017-04-22,500,U.S. Politics,Scientific Funding,March for Science
-84.95533,45.373343,Petoskey,MI,2017-04-22,500,U.S. Politics,Scientific Funding,March for Science
-76.4968019,42.4396039,Ithaca,NY,2017-04-22,500,U.S. Politics,Scientific Funding,March for Science
-73.140943,40.9256538,Stony Brook,NY,2017-04-22,500,U.S. Politics,Scientific Funding,March for Science
-76.1474244,43.0481221,Syracuse,NY,2017-04-29,500,Environmental & Food Justice,Climate Justice,People's Climate March
-48.4682453,-1.45056,Bethlehem,PA,2017-04-22,500,U.S. Politics,Scientific Funding,March for Science
-111.8348631,41.7313447,Logan,UT,2017-04-22,500,U.S. Politics,Scientific Funding,March for Science
-79.9559437,39.6296809,Morgantown,WV,2017-04-22,500,U.S. Politics,Scientific Funding,March for Science
